Nom latin,Classe,Ordre,Famille,Nom du gène,Nom de l'espèce,Synonymes,Forme,Type,Vitesse de croissance,Hauteur à maturité (m),Infradensité (tMS/m3),Potentiel allergisant
Cornus friedlanderi,Magnoliopsida,Cornales,Cornaceae,Cornus,x friedlanderi,,Grand arbuste,Feuillus,Moyenne,9,0.680,1
Cornus glabrata,Magnoliopsida,Cornales,Cornaceae,Cornus,glabrata,,Grand arbuste,Feuillus,Moyenne,9,0.680,1
Cornus kousa,Magnoliopsida,Cornales,Cornaceae,Cornus,kousa,,Grand arbuste,Feuillus,Lente,6,0.680,1
Cornus kousa ssp. Chinensis,Magnoliopsida,Cornales,Cornaceae,Cornus,kousa ssp. Chinensis,,Grand arbuste,Feuillus,Inconnue,0,0.680,1
Cornus macrophylla,Magnoliopsida,Cornales,Cornaceae,Cornus,macrophylla,,Arbre,Feuillus,Inconnue,8,0.680,1
Cornus mas,Magnoliopsida,Cornales,Cornaceae,Cornus,mas,,Grand arbuste,Feuillus,Lente,5,0.680,1
Cornus nuttallii,Magnoliopsida,Cornales,Cornaceae,Cornus,nuttallii,,Arbre,Feuillus,Moyenne,12,0.580,1
Cornus officinalis,Magnoliopsida,Cornales,Cornaceae,Cornus,officinalis,,Grand arbuste,Feuillus,Inconnue,6,0.680,1
Cornus racemosa,Magnoliopsida,Cornales,Cornaceae,Cornus,racemosa,Cornus foemina ssp. racemosa. Cornus paniculata,Grand arbuste,Feuillus,Moyenne,3,0.680,1
Cornus rugosa,Magnoliopsida,Cornales,Cornaceae,Cornus,rugosa,,Grand arbuste,Feuillus,Moyenne,9,0.680,1
Cornus rutgersensis,Magnoliopsida,Cornales,Cornaceae,Cornus,x rutgersensis,,Grand arbuste,Feuillus,Inconnue,6,0.680,1
Cornus sanguinea,Magnoliopsida,Cornales,Cornaceae,Cornus,sanguinea,Swida sanguinea,Grand arbuste,Feuillus,Moyenne,3,0.680,1
Cornus sericea,Magnoliopsida,Cornales,Cornaceae,Cornus,sericea,,Grand arbuste,Feuillus,Rapide,9,0.680,1
Cornus sericea ssp. sericea,Magnoliopsida,Cornales,Cornaceae,Cornus,sericea ssp. sericea,Cornus stolonifera,Grand arbuste,Feuillus,Inconnue,3,0.680,1
Cornus sessilis,Magnoliopsida,Cornales,Cornaceae,Cornus,sessilis,,Grand arbuste,Feuillus,Moyenne,9,0.680,1
Cornus slavinii,Magnoliopsida,Cornales,Cornaceae,Cornus,x slavinii,,Grand arbuste,Feuillus,Moyenne,9,0.680,1
Cornus walteri,Magnoliopsida,Cornales,Cornaceae,Cornus,walteri,,Grand arbuste,Feuillus,Inconnue,0,0.680,1
Cornutia obovata,Magnoliopsida,Lamiales,Verbenaceae,Cornutia,obovata,,Grand arbuste,Feuillus,Inconnue,30,0.627,0
Cornutia pyramidata,Magnoliopsida,Lamiales,Verbenaceae,Cornutia,pyramidata,,Grand arbuste,Feuillus,Inconnue,6,0.627,0
Corokia macrocarpa,Magnoliopsida,Asterales,Argophyllaceae,Corokia,macrocarpa,,Arbuste ou buisson,Feuillus,Rapide,1,0.570,0
Coronilla valentina,Magnoliopsida,Fabales,Fabaceae,Coronilla,valentina,,Arbuste ou buisson,Feuillus,Inconnue,0,0.724,0
Corylopsis spicata,Magnoliopsida,Hamamelidales,Hamamelidaceae,Corylopsis,spicata,,Grand arbuste,Feuillus,Rapide,0,0.560,0
Corylus americana,Magnoliopsida,Fagales,Betulaceae,Corylus,americana,Corylus americana var. indehiscens,Arbuste ou buisson,Feuillus,Moyenne,2,0.547,0
Corylus avellana,Magnoliopsida,Fagales,Betulaceae,Corylus,avellana,,Grand arbuste,Feuillus,Lente,17,0.517,0
Corylus chinensis,Magnoliopsida,Fagales,Betulaceae,Corylus,chinensis,,Grand arbuste,Feuillus,Inconnue,0,0.566,0
Corylus colurna,Magnoliopsida,Fagales,Betulaceae,Corylus,colurna,,Arbre,Feuillus,Moyenne,19,0.547,4
Corylus cornuta,Magnoliopsida,Fagales,Betulaceae,Corylus,cornuta,,Grand arbuste,Feuillus,Lente,17,0.547,0
Corylus heterophylla,Magnoliopsida,Fagales,Betulaceae,Corylus,heterophylla,,Grand arbuste,Feuillus,Lente,17,0.547,0
Corylus jacquemontii,Magnoliopsida,Fagales,Betulaceae,Corylus,jacquemontii,,Arbre,Feuillus,Inconnue,22,0.547,0
Corylus maxima,Magnoliopsida,Fagales,Betulaceae,Corylus,maxima,Corylus maxima var. purpurea,Grand arbuste,Feuillus,Lente,17,0.547,0
Corylus sieboldiana,Magnoliopsida,Fagales,Betulaceae,Corylus,sieboldiana,,Grand arbuste,Feuillus,Inconnue,4,0.547,0
Corymbia arnhemensis,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,arnhemensis,,Grand arbuste,Feuillus,Lente,4,0.810,0
Corymbia bella,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,bella,,Grand arbuste,Feuillus,Moyenne,6,0.810,0
Corymbia calophylla,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,calophylla,Eucalyptus dolichocarpa,Arbre,Feuillus,Moyenne,40,0.810,0
Corymbia citriodora,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,citriodora,Eucalyptus citriodora,Arbre,Feuillus,Rapide,26,0.825,0
Corymbia clavigera,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,clavigera,Corymbia polysciada,Grand arbuste,Feuillus,Moyenne,4,0.831,0
Corymbia confertiflora,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,confertiflora,,Grand arbuste,Feuillus,Lente,5,0.778,0
Corymbia eximia,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,eximia,,Arbre,Feuillus,Moyenne,20,0.810,0
Corymbia ficifolia,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,ficifolia,Eucalyptus ficifolia,Arbre,Feuillus,Rapide,11,0.810,0
Corymbia gummifera,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,gummifera,Eucalyptus gummifera,Arbre,Feuillus,Moyenne,10,0.820,0
Corymbia henryi,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,henryi,,Arbre,Feuillus,Moyenne,7,0.870,0
Corymbia intermedia,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,intermedia,,Arbre,Feuillus,Moyenne,10,0.810,0
Corymbia jacobsiana,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,jacobsiana,,Grand arbuste,Feuillus,Moyenne,4,0.810,0
Corymbia maculata,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,maculata,Eucalyptus maculata,Arbre,Feuillus,Moyenne,35,0.844,0
Corymbia nesophila,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,nesophila,,Arbre,Feuillus,Lente,9,0.853,0
Corymbia papuana,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,papuana,Corymbia aparrenrinja,Arbre,Feuillus,Moyenne,12,0.810,0
Corymbia polycarpa,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,polycarpa,,Grand arbuste,Feuillus,Moyenne,6,0.871,0
Corymbia ptychocarpa,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,ptychocarpa,,Grand arbuste,Feuillus,Moyenne,6,0.810,0
Corymbia terminalis,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,terminalis,,Grand arbuste,Feuillus,Lente,5,0.870,0
Corymbia tessellaris,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,tessellaris,,Arbre,Feuillus,Moyenne,10,0.915,0
Corymbia torelliana,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,torelliana,Eucalyptus torelliana,Arbre,Feuillus,Moyenne,30,0.761,0
Corymbia trachyphloia,Magnoliopsida,Myrtales,Myrtaceae,Corymbia,trachyphloia,,Grand arbuste,Feuillus,Moyenne,4,0.879,0
Corynocarpus laevigatus,Magnoliopsida,Celastrales,Corynocarpaceae,Corynocarpus,laevigatus,,Arbre,Feuillus,Moyenne,21,0.633,0
Cotinus coggygria,Magnoliopsida,Sapindales,Anacardiaceae,Cotinus,coggygria,Rhus cotinus,Grand arbuste,Feuillus,Moyenne,4,0.530,1
Cotinus obovatus,Magnoliopsida,Sapindales,Anacardiaceae,Cotinus,obovatus,Cotinus americanus,Arbre,Feuillus,Moyenne,7,0.530,0
Cotoneaster acutifolius,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,acutifolius,,Grand arbuste,Feuillus,Inconnue,3,0.598,0
Cotoneaster buxifolius,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,buxifolius,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Cotoneaster divaricatus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,divaricatus,,Arbuste ou buisson,Feuillus,Rapide,1,0.598,0
Cotoneaster franchetii,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,franchetii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Cotoneaster frigidus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,frigidus,,Grand arbuste,Feuillus,Rapide,6,0.598,0
Cotoneaster glaucophyllus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,glaucophyllus,,Arbuste ou buisson,Feuillus,Rapide,0,0.598,0
Cotoneaster horizontalis,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,horizontalis,,Arbuste ou buisson,Feuillus,Lente,0,0.598,0
Cotoneaster hupehensis,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,hupehensis,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Cotoneaster lacteus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,lacteus,,Grand arbuste,Feuillus,Inconnue,3,0.598,0
Cotoneaster lucidus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,lucidus,,Grand arbuste,Feuillus,Moyenne,3,0.598,0
Cotoneaster multiflorus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,multiflorus,,Grand arbuste,Feuillus,Moyenne,4,0.598,0
Cotoneaster pannosus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,pannosus,,Grand arbuste,Feuillus,Inconnue,7,0.598,0
Cotoneaster salicifolius,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,salicifolius,,Arbuste ou buisson,Feuillus,Rapide,1,0.598,0
Cotoneaster serotinus,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,serotinus,,Arbuste ou buisson,Feuillus,Rapide,1,0.598,0
Cotoneaster simonsii,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,simonsii,,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,0
Cotoneaster watereri,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,watereri,,Arbuste ou buisson,Feuillus,Rapide,1,0.598,0
Couepia schottii,Magnoliopsida,Rosales,Chrysobalanaceae,Couepia,schottii,,Arbre,Feuillus,Inconnue,15,0.781,0
Coulteria platyloba,Magnoliopsida,Fabales,Fabaceae,Coulteria,platyloba,,Grand arbuste,Feuillus,Lente,11,0.724,0
Couratari asterotricha,Magnoliopsida,Lecythidales,Lecythidaceae,Couratari,asterotricha,,Arbre,Feuillus,Inconnue,19,0.510,0
Couratari guianensis,Magnoliopsida,Lecythidales,Lecythidaceae,Couratari,guianensis,,Arbre,Feuillus,Lente,39,0.507,0
Couratari macrosperma,Magnoliopsida,Lecythidales,Lecythidaceae,Couratari,macrosperma,,Arbre,Feuillus,Inconnue,24,0.670,0
Couroupita guianensis,Magnoliopsida,Lecythidales,Lecythidaceae,Couroupita,guianensis,,Arbre,Feuillus,Rapide,19,0.434,0
Coursetia axillaris,Magnoliopsida,Fabales,Fabaceae,Coursetia,axillaris,,Arbuste ou buisson,Feuillus,Inconnue,0,0.724,0
Coursetia glandulosa,Magnoliopsida,Fabales,Fabaceae,Coursetia,glandulosa,Coursetia microphylla,Arbuste ou buisson,Feuillus,Inconnue,0,0.724,0
Coussarea meridionalis,Magnoliopsida,Rubiales,Rubiaceae,Coussarea,meridionalis,,Arbre,Feuillus,Inconnue,9,0.636,0
Coutarea hexandra,Magnoliopsida,Rubiales,Rubiaceae,Coutarea,hexandra,,Grand arbuste,Feuillus,Inconnue,4,0.600,0
Crassula ovata,Magnoliopsida,Rosales,Crassulaceae,Crassula,ovata,,Grand arbuste,Feuillus,Lente,9,0.570,0
Crataegus aemula,Magnoliopsida,Rosales,Rosaceae,Crataegus,aemula,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus aestivalis,Magnoliopsida,Rosales,Rosaceae,Crataegus,aestivalis,Crataegus maloides. Crataegus luculenta,Grand arbuste,Feuillus,Lente,7,0.598,1
Crataegus alleghaniensis v. extraria,Magnoliopsida,Rosales,Rosaceae,Crataegus,alleghaniensis v. extraria,Crataegus extraria,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus alleghaniensis v. ignava,Magnoliopsida,Rosales,Rosaceae,Crataegus,alleghaniensis v. ignava,Crataegus ignava,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus alleghaniensis v. mira,Magnoliopsida,Rosales,Rosaceae,Crataegus,alleghaniensis v. mira,Crataegus mira,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus alma,Magnoliopsida,Rosales,Rosaceae,Crataegus,alma,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus ambitiosa,Magnoliopsida,Rosales,Rosaceae,Crataegus,ambitiosa,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus anamesa,Magnoliopsida,Rosales,Rosaceae,Crataegus,anamesa,Crataegus antiplasta,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus ancisa,Magnoliopsida,Rosales,Rosaceae,Crataegus,ancisa,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus annosa,Magnoliopsida,Rosales,Rosaceae,Crataegus,annosa,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus anomala,Magnoliopsida,Rosales,Rosaceae,Crataegus,x anomala,Crataegus arnoldiana,Grand arbuste,Feuillus,Moyenne,5,0.598,1
Crataegus apiomorpha,Magnoliopsida,Rosales,Rosaceae,Crataegus,apiomorpha,Crataegus merita. Crataegus apiomorpha var. cyanophylla. Crataegus vittata,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus arborea,Magnoliopsida,Rosales,Rosaceae,Crataegus,arborea,Crataegus arborea var. ohioensis. Crataegus ohioensis. Crataegus pyracanthoides var. arborea,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus arcana,Magnoliopsida,Rosales,Rosaceae,Crataegus,arcana,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus arrogans,Magnoliopsida,Rosales,Rosaceae,Crataegus,arrogans,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus ater,Magnoliopsida,Rosales,Rosaceae,Crataegus,ater,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus austromontana,Magnoliopsida,Rosales,Rosaceae,Crataegus,austromontana,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus azarolus,Magnoliopsida,Rosales,Rosaceae,Crataegus,azarolus,,Grand arbuste,Feuillus,Rapide,2,0.598,1
Crataegus beadlei,Magnoliopsida,Rosales,Rosaceae,Crataegus,beadlei,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus beata,Magnoliopsida,Rosales,Rosaceae,Crataegus,beata,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus berberifolia,Magnoliopsida,Rosales,Rosaceae,Crataegus,berberifolia,Crataegus tersa. Crataegus edita. Crataegus berberifolia var. edita. Crataegus crocina. Crataegus torva. Crataegus edura. Crataegus fera,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus bona,Magnoliopsida,Rosales,Rosaceae,Crataegus,bona,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus brachyacantha,Magnoliopsida,Rosales,Rosaceae,Crataegus,brachyacantha,,Arbre,Feuillus,Moyenne,9,0.598,1
Crataegus brainerdii,Magnoliopsida,Rosales,Rosaceae,Crataegus,brainerdii,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus brazoria,Magnoliopsida,Rosales,Rosaceae,Crataegus,brazoria,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus brevipes,Magnoliopsida,Rosales,Rosaceae,Crataegus,x brevipes,,Arbre,Feuillus,Moyenne,9,0.598,1
Crataegus calpodendron,Magnoliopsida,Rosales,Rosaceae,Crataegus,calpodendron,Crataegus acanthacolonensis. Crataegus calpodendron var. obesa. Crataegus calpodendron var. hispidula. Crataegus calpodendron var. mollicula. Crataegus calpodendron var. gigantea. Crataegus chapmanii. Crataegus calpodendron var. microcarpa. Crataegus fontanesiana. Crataegus calpodendron var. globosa. Crataegus calpodendron var. hispida. Crataegus globosa,Grand arbuste,Feuillus,Moyenne,9,0.620,1
Crataegus canescens,Magnoliopsida,Rosales,Rosaceae,Crataegus,canescens,Mespilus canescens,Arbuste ou buisson,Feuillus,Inconnue,0,0.598,1
Crataegus carrollensis,Magnoliopsida,Rosales,Rosaceae,Crataegus,carrollensis,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus chrysocarpa,Magnoliopsida,Rosales,Rosaceae,Crataegus,chrysocarpa,Crataegus faxonii var. praetermissa. Crataegus faxonii. Crataegus sicca. Crataegus illuminata. Crataegus brunetiana. Crataegus chrysocarpa var. longiacuminata. Crataegus aboriginum. Crataegus coccinea. Crataegus rotundifolia. Crataegus subrotundifolia. Crataegus faxonii var. durifrucata. Crataegus columbiana var. chrysocarpa. Crataegus faxonii var. praecoqua. Crataegus putnamiana. Crataegus sicca var. glabrifolia. Crataegus brunetiana var. fernaldii. Crataegus caliciglabrata. Crataegus chrysocarpa var. rotundifolia. Crataegus jackii. Crataegus chrysocarpa var. aboriginum. Crataegus laurentiana var. dissimilifolia. Crataegus mercerensis. Crataegus chrysocarpa var. phoenicea. Crataegus laurentiana var. brunetiana. Crataegus coccinata,Grand arbuste,Feuillus,Moyenne,6,0.598,1
Crataegus chrysocarpa v. piperi,Magnoliopsida,Rosales,Rosaceae,Crataegus,chrysocarpa v. piperi,Crataegus piperi. Crataegus columbiana var. piperi. Crataegus chrysocarpa var. piperi,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus coccinea v. fulleriana,Magnoliopsida,Rosales,Rosaceae,Crataegus,coccinea v. fulleriana,Crataegus fulleriana var. miranda. Crataegus fulleriana var. gigantea. Crataegus illecebrosa. Crataegus fulleriana. Crataegus fulleriana var. chippewaensis. Crataegus holmesiana var. magniflora. Crataegus holmesiana var. chippewaensis. Crataegus confragosa,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus coccineoides,Magnoliopsida,Rosales,Rosaceae,Crataegus,coccineoides,,Arbuste ou buisson,Feuillus,Rapide,1,0.598,1
Crataegus coccinioides,Magnoliopsida,Rosales,Rosaceae,Crataegus,coccinioides,,Grand arbuste,Feuillus,Moyenne,6,0.598,1
Crataegus coleae,Magnoliopsida,Rosales,Rosaceae,Crataegus,coleae,Crataegus eatoniana. Crataegus macauleyae,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus compacta,Magnoliopsida,Rosales,Rosaceae,Crataegus,compacta,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus compta,Magnoliopsida,Rosales,Rosaceae,Crataegus,compta,Crataegus milleri. Crataegus levis,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus condigna,Magnoliopsida,Rosales,Rosaceae,Crataegus,condigna,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus consanguinea,Magnoliopsida,Rosales,Rosaceae,Crataegus,consanguinea,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus contrita,Magnoliopsida,Rosales,Rosaceae,Crataegus,contrita,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus corusca,Magnoliopsida,Rosales,Rosaceae,Crataegus,corusca,Crataegus hillii. Crataegus corusca var. gigantea. Crataegus corusca var. hillii. Crataegus blothra,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus crus-galli,Magnoliopsida,Rosales,Rosaceae,Crataegus,crus-galli,Crataegus tantula. Crataegus fontanesiana. Crataegus subpilosa. Crataegus operta. Crataegus crus-galli var. macra. Crataegus denaria. Crataegus crus-galli var. barrettiana. Crataegus algens. Crataegus fecunda. Crataegus pyracanthoides. Crataegus uniqua. Crataegus regalis var. paradoxa. Crataegus canbyi. Crataegus sabineana. Crataegus hannibalensis. Crataegus danielsii. Crataegus crus-galli var. capillata. Crataegus signata. Crataegus mohrii. Crataegus permixta. Crataegus schizophylla. Crataegus palliata. Crataegus vallicola. Crataegus tenax. Crataegus cherokeensis. Crataegus crus-galli var. pyracanthifolia. Crataegus cocksii. Crataegus x lavallei. Crataegus acutifolia. Crataegus palmeri. Crataegus regalis. Crataegus crus-galli var. bellica. Crataegus bushii. Crataegus crus-galli var. leptophylla. Crataegus barrettiana. Crataegus crus-galli var. pachyphylla. Crataegus crus-galli var. exigua. Crataegus crus-galli var. oblongata. Crataegus acutifolia var. insignis. Crataegus triumphalis,Grand arbuste,Feuillus,Lente,7,0.598,1
Crataegus crus-galli v. inermis,Magnoliopsida,Rosales,Rosaceae,Crataegus,crus-galli v. inermis,,Grand arbuste,Feuillus,Inconnue,4,0.598,1
Crataegus dallasiana,Magnoliopsida,Rosales,Rosaceae,Crataegus,dallasiana,,Arbre,Feuillus,Moyenne,9,0.598,1
Crataegus desueta,Magnoliopsida,Rosales,Rosaceae,Crataegus,desueta,Crataegus desueta var. wausaukiensis,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus dilatata,Magnoliopsida,Rosales,Rosaceae,Crataegus,dilatata,Crataegus locuples. Crataegus conspecta. Crataegus coccinioides var. locuples,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus dispar,Magnoliopsida,Rosales,Rosaceae,Crataegus,dispar,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus disperma,Magnoliopsida,Rosales,Rosaceae,Crataegus,disperma,Crataegus x dausiaca. Crataegus punctata var. pausiaca. Crataegus peoriensis. Crataegus cuneiformis. Crataegus disperma var. peoriensis. Crataegus collina var. collicola. Crataegus x dollicola,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus dispessa,Magnoliopsida,Rosales,Rosaceae,Crataegus,dispessa,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus distincta,Magnoliopsida,Rosales,Rosaceae,Crataegus,distincta,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus dodgei,Magnoliopsida,Rosales,Rosaceae,Crataegus,dodgei,Crataegus delosii. Crataegus rotundata. Crataegus dodgei var. rotundata. Crataegus minutiflora. Crataegus flavida. Crataegus dodgei var. flavida. Crataegus crassifolia,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus douglasii,Magnoliopsida,Rosales,Rosaceae,Crataegus,douglasii,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus engelmannii,Magnoliopsida,Rosales,Rosaceae,Crataegus,engelmannii,Crataegus engelmannii var. sinistra. Crataegus sublobulata,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus erythrocarpa,Magnoliopsida,Rosales,Rosaceae,Crataegus,erythrocarpa,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus erythropoda,Magnoliopsida,Rosales,Rosaceae,Crataegus,erythropoda,,Grand arbuste,Feuillus,Lente,4,0.598,1
Crataegus exilis,Magnoliopsida,Rosales,Rosaceae,Crataegus,exilis,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus flabellata,Magnoliopsida,Rosales,Rosaceae,Crataegus,flabellata,Crataegus densiflora. Crataegus flabellata var. densiflora. Crataegus grayana. Crataegus flabellata var. grayana,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus flava,Magnoliopsida,Rosales,Rosaceae,Crataegus,flava,Crataegus floridana. Crataegus ravenelii. Crataegus senta. Crataegus visenda. Crataegus lepida. Crataegus recurvata. Crataegus aprica. Crataegus meridiana. Crataegus leonensis. Crataegus michauxii,Grand arbuste,Feuillus,Moyenne,6,0.598,1
Crataegus fragilis,Magnoliopsida,Rosales,Rosaceae,Crataegus,fragilis,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus furtiva,Magnoliopsida,Rosales,Rosaceae,Crataegus,furtiva,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus glareosa,Magnoliopsida,Rosales,Rosaceae,Crataegus,glareosa,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus grandis,Magnoliopsida,Rosales,Rosaceae,Crataegus,grandis,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus greggiana,Magnoliopsida,Rosales,Rosaceae,Crataegus,greggiana,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus grignonensis,Magnoliopsida,Rosales,Rosaceae,Crataegus,x grignonensis,,Arbuste ou buisson,Feuillus,Moyenne,1,0.598,1
Crataegus haemacarpa,Magnoliopsida,Rosales,Rosaceae,Crataegus,x haemacarpa,Crataegus media,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus harbisonii,Magnoliopsida,Rosales,Rosaceae,Crataegus,harbisonii,Crataegus ashei,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus harveyana,Magnoliopsida,Rosales,Rosaceae,Crataegus,harveyana,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus helvina,Magnoliopsida,Rosales,Rosaceae,Crataegus,helvina,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus holmesiana,Magnoliopsida,Rosales,Rosaceae,Crataegus,holmesiana,Crataegus holmesiana var. amicta. Crataegus villipes. Crataegus holmesiana var. villipes,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus hudsonica,Magnoliopsida,Rosales,Rosaceae,Crataegus,x hudsonica,,Arbre,Feuillus,Moyenne,9,0.598,1
Crataegus ideae,Magnoliopsida,Rosales,Rosaceae,Crataegus,ideae,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus immanis,Magnoliopsida,Rosales,Rosaceae,Crataegus,x immanis,,Arbre,Feuillus,Moyenne,9,0.598,1
Crataegus impar,Magnoliopsida,Rosales,Rosaceae,Crataegus,impar,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
Crataegus inanis,Magnoliopsida,Rosales,Rosaceae,Crataegus,inanis,,Grand arbuste,Feuillus,Moyenne,9,0.598,1
